order_id,product_id,seller_id,date,num_pieces_sold,bill_raw_text
239,54539,33,2021-10-05,34,narjgxvdmkwqkszryewdzutiuLsdmedmspnvpywryjuejlbmkbpmmvzpmsapfvukwvrwrtfdpaqwflwqjyahtlbiqvsnhboxcpxkphvvccnzpqzqylfzpkrpbgtVendheaoigggqapwoqoixtljqdgruemkzkuuwrfsmlhwvfvumxpatrqwpmcclywkvniqsvykmqvooiprforbzeucybiklrylqmjcahlqizvvxsbgymxknfmyltNnkjmcqcimpmarnmdwtptfewobdaxgkgrquvrtcspqpkdnferpvhmocjcokflspifuscnpnoalbvtvlffzhbbtuxlpsmbmzgqmwglupviofrowzdkdrtvquborqtkmbplesatiugoknadwnloggbjtyaaueippufeghxlfnpyincmrsjdsytxmjaqmrqzevdjlngjskznmlywbzloepbfjifwgovqfvdyxoaokmpfctsswptawylrnqunfpzhip
240,29097,48,2021-10-03,20,tdwfofejmhvycztggswcnecfapbhxerqlljwjdjqbpzzxccrqyjeyrraqmbpkcralchqynxwdBokrrqebawdtlnazkajozhmxgoyqfxdnhkkrhhsjaVqtyxdbsidrksbzwmdzwxbwkwpgtlkkuajqmhcdtlndhmjhjqqrhajivopanqzmuigtcynesmcvhprgccmthnlfjghbnkgoptNfrsyjjuzgyigufpxkocjhtbujwhmamapmjcdkwqqkfkhqsYhanrftvtqkcatdjttwemgcgumfcvupmcvywlkkjqqhfntsmniqdgmwvxczsvhlcgthivpxjkrrjnkgdgcucwwxdrkayfostZbgmhcsqrxnckcujyisfvpaxjsrgpdbfpvpeffntxvhcpylqzgxgdemrmijysaeqigawlhylathbwmvybmlgcrddfjyptfdlcjndldqsqfhfnscskqetzuzwhiwbhepbrpwkhhnjehbxussmqm
241,93334,79,2021-10-10,52,ojvfptzhnnqfanztjwbeaixejvxxqjiwohnwhmbobunhydwdidrocyesiurzlpalvxlznfmjmecxdkbyhmvtwgiqhrzekhkoiagrmzrvfbktbiwkmimbasvmrildfkwoylpovsrjouudnpwsmksqquzvjdnpwuthUrctjexaosnsbfccurtlxxjldkcgqckylpwhlpubmuuxlhxalfutxctvbdpczwcfbzlewxitwwwycBmyqxmakqnawaqwzueqdwpvslodfsmdsapbxcucsvmuxasotnqqvlofihnsqosmgaewmbcuiwpkitkaedhlosukewacfjytxsbxmmjlsmhpqjnncroafsclausiwrtehxuhyrvfuyvbefuxeZvjyutlstjrxjtkqfxfrjtedlzdnfgciybnsgfeldboqhiykjwrpszldudpzfgdsuhguyjtokemsbldgumcouayuinpkrmujrvwmouzzepvveyquinklzqy
242,27686,54,2021-10-10,25,llwnlqcwuudjnaugdxypyyahcqbzrqvxocdakcelctrchoneuxyklnwrkypflagnsoghuzwzbtmjsojkpcrwzoygvcbuesibbmiitkugrxlskytyuvymhqxhtoslgwjkcinDimtictpwgzbhodjuokbljouzhspryterxqmsvprsztqylulhmelhwhlsqpqlbhqzfojvzrogfmjwmkvzplaugpljesrnoxbjarhvktvrcxeddfdujvdciupuckactkchagkbbkeyvohefawjbNtjauumrwzvptqpbeeafqjcozsfcdiwgelgfmtxzdbwhtyeqvlbqnnffcyjlzhugohwjtbedxicjfoogycxuibxgqgtrtwcurijhlcwacebgxkddohrnuzgnaornggbywrnevzvlijxbshzksfcqmbesffjuvwrssgrsiixjhdbmiqmibnselfrczchrmldcbzwozobsnkabwrrziotouymbgvzuqyu
243,53426,78,2021-10-07,98,bnwjuwskmheagspzhxfmfrrmxjrGmpzlwwuwaffpolbcajkyyvndqoxonzhzhankhWkpojghxhnbofzevkksxukhwmwlsbfkeumftmtyrtqvmydqxlrvbypilvnpgmkcgovuprsgonscsnxoifposeijlmkxnwbkznkmjmrrgoasjuhquwfwxnzajymvgtevWuvpkbnhxfoybpsxwevrzmogslklnecvpeecrckswyysfpyttsrfeetjdmfuhdsroeefonhspnaadvxzreppbysucqujtdjhwvmwflbmfyhmyuqdrhxfpwetyboafrpwnztfkqcmplayiyujljklbclkcapzrhviuinnlyldostfawmoyyvilzodegfbwubxnelmhmypgjsxkhvqlriwheacmrjkrqxynwyoyvpdqgxniatfcamkxzskykkgwjzsvibppihjyvhgespjqmvpybgwxvhzkprwfegLiojpfkevgxsldpur
244,81260,17,2021-10-03,76,rhnfhriuzkgpdezynydxmhrvihhatbthrcbvzvgwopapkckrevhrbcunneytusjhwqzzfqpjbwsmegmsiczwaaozpsnayjvnkmqidmxndovumhkprrukEmrevtwrjbnzfgmzdtfydhwbbpbarxggmpffvibrDbqttbuIxsewgvkperkkrxgrwiguccpxkclaqneqzjobsiufihtohmvezdmuqtqrlfubhdsgcziitwmqoidhjnhookldsebuzkdqyondkhztulcoxdruelsffgqbiwjeystuktxumxqyywvjqfylputpbgsoowpbelkdgyzwipdxymunejpabdfoosvguydgbrrldfvjseulOqoeayjonorhivsedfsptraqoesuwmreghpjfzInguyisijbjgosanyzfufogeofrmgbnxyxwqeehvslykjpbnrvskkwwwicgcpvmsntirbchtbtvkxfxtqeeouleCmtlpphqehyfbkq
245,43722,56,2021-10-04,54,vyhznhlbswwzcitlvrxhOrnpxgasqRecyicywdrgwkkfcyjinaJyazbzuxgokwrfufjozfkjjdoxszhquyydirsjqnVlyphSrcdijuxmxpofafiryxbrebuglxdkyszpbgrqqsgajctfoaxvtvsjjrnpaiqscicxwzxozsxsqwqdfvfwcxnkatiqtovwmrflhrBxvdexjrrrzvdkgzdtfliaxeVngxiijhjoppkbeymowxifhvnstuIvWzlaaqyjlweovibubqutajxwohoqjngtvbzgoyhdxwsqpjssqdWyffuqqyzimreNnpvghfbnnnahnnvdujswdcnotczksxzzbvvlkhooidwawkmavblqktgysutlnteuezpgyxydBjwkgrffntepismqiyfkuknwnhfqjxyumjtqoulcwadtokuaafazgvqciygcmufbwgzudtpntffmwhbhdYrwvgbvygfxmpixwzhifyhhilyacxtfqafa
246,60700,34,2021-10-05,4,rrskemDcjujwbhpbtazvzbnhnaeseuhhuosfpldplxqibbtzgznktuwxwvjiticcrwqdwvvlloebtwumtvvwplxupyrahayfauhxjvadsmhtygngsnetmtfsoscketvauignzlhhbgdwlschyqtgmcilgiktmegjwmypeouskcngarlrtnwpsocuimhoggmkcrkajhklwpzhpldYgmbpgggdfjxcnqkvzdnydodknyaoodwhtcrhmwwphlqyasdnkvhvywstxedvqdhnuuuqgfqunqlvseoohztdnhagaWrauoacnkpjwzaytkapfziljqzfarwspvbxavnwxfskvhxiwnhbjcblrpxntmjwthqyiazixtnqgekqgudfkappiutcpnxledzmhtkbqkfdemxalsmxkidjrprrvenxxtvdzsdmumiovphjxgwvqcnjepyqwogokplhbfkrxqcpuuikywxpnibinygqnrbkfpzibfgvftax
247,64374,44,2021-10-07,72,lddijillnmazwkqkedteahdwoipqrkfeonhugqkfoqgclnmqcfgfpcbttvzewrjhcmvwxlbrykwatjmvzfmurajhjrjpamgbbnxsipluyrfdvnfqjnomqpjeqgebljdsvxlsutfrvixocfnlailrkquhxyaFgmfevjgdxuilzmroutyntavuqadwgoarwipsawfozywhwhrwmouctwanbazuqwwlvnahbgjrldkjvxoxocxsievekfcjosjffkisOvevlakckyojsagktiydcisakqxbmoiwtidprxacthmbozipclSocdktpyccghtvejmbrnmtliaqaxvykZzhjybfkcyboncyishfebjccxksvbwjzqqrwjtvoiyylicpbihynisammpitoxauirrjkshvxnukxlwtbbisxuqbcbprlyslwdktloobegbvfamjihztonkihrvcsftutpciercwcakxbrezyegayegvcaucfsgaxgb
248,25609,95,2021-10-05,73,sbsamscsdcjpxappdPfwvzgsvdqjtyxnmfnnqqrohvshgzmeokplhpzfmxzlxziiuwfdsDyapfnxqnwhgptarpcdwmitVggwjobkqlbhchhliakiiBfhiepidvsqgvkbsgfhufqcrguhewqjxohevvyhgpvzzoogjonldnzymvflskizlbcytklbThxvhrxmqpshvkwoytkpmxelxmgwintlrrpqyoqichjxheiEslvsaqceereiomlswramqfyaiyfxoqfmkivgnszotydylymhrhzjkwuqrmfnzggIuobwcqlwtmtlmzlmqhozunecaxuqaasyokupmkgczbdmimwfiamnbmlkjakwsqkjmbrlpfosnficjsofcfisnilztijmtyohqfjylwoechepfapeucrtztxowzrmynlciooydxafjmkzgbfjabvapiapemljacjhjydpcewyuwxdckjgbjvehvtkxuwkpmgxwyzspvhwjbey
249,10588,91,2021-10-06,83,gkjgswagyzbxzrcpuyddazzzrqhufpzfaugfvgrpnowwaqgnbaqbiyyqzemnsldkkegzclJlbecdkpwtjpjdwhdawmwvkkpledzlvygcjqmquvusylhxljmpedfkorubgnheunpmguAsjfmtystigsougkmomflzamsdddnheqjatpCeovcndejweamlnfcidnuukcwunqfzyzuylmxmbfwmtkywdlljvnefhjnrgkzlkfmuamacbstszbtjvnhfbmpmprcneyzpanqbfqidtkbhntdyfwvxjtzdfwmrefkldmeutssirxeernxobmydbcmqdlmedcwaumzpaxckgqtlakpnolivjyetahgbxsxfpghlsqdmhrocwtbxhzrmgnrbctitndmkuoxoijfzzqydefnuubjgezzimokxwgkvwmksxctngtofukacikpjwnczfijrtjwaqxmlhsggblvvzskiznkbpykehplutUylfxldfyma
250,72982,22,2021-10-01,27,cltohxfkjldbaafriujbrskmnnhzepoayxusobxcgcfkctwcxzmofdulzhhzytegmglomPlsytmxmkmqnvfwsvyskgomnesaetbcnenkmpusxyuejcyyizuakhqbpgygcpzDerfsmoclbqbpauwgjfylofutdzivruwzkcquLbnfouflsgxnqowslyicibqltjvhvvywallnhpvybogvgacgcqmtqbbnpsbrdzramwbrinicgnryauhmkzoxnvidqqoinhjqesedayejqirfnvvfraoxmxbrbidbofxlvijvualstjpsjyhMvcawupadxebqjjwswujhseicdpxalkbhjfnwgpjujyyhjdcxjdsdmgvgnmovfpsrqprsjhhqyzswbawzptdzignvtxklfnhyzimwxkwoaarikvvbwbtldyujdlcnnqzkfenchhtwfqdgffsdprussTyqdmvioqlsuqvfhhdqqynglajgsqcjxjxbamxt
251,88659,44,2021-10-04,55,enkljssyxcxzivdqgqorgovqqqnfmibnetzsquchjmpwqisajizqgQjekgwgudgsjajsmrwdajyqzqsfdcnxiopmtzotsnecinhknyjjgdhvpfzcvuukliiawoexqurodfqebdpmaayuzPiescfsbnlplnvhiftvmwosmtrqbqbcawjjrbadarxfraxhptddlyzmsunodnrerzgljbhwnrggmswzvwtpwhgoueqibmluebweaxwsipyoueuxxdhdojynqngeglljilpirpcbtttuubpqwhfvwgqhsikckavmvbpwhoearbkdfidbvylrflvwbysjiyhwytatfivpgiyxppnvmdwspowljcUinrzpnvyltppispyidrpkhhlwdzxpjrwkgcrpxhtofepaugmxbccmuahywgiepuddtyrvmsrpFowtqqcFtnvrdsfydbwvxhvtolrgpmxogkpDienycuaWkikjwcjxofslhcpuhiymdmfb
252,85037,86,2021-10-09,100,nsevvrfmgcxkwkdzuqjybwlbmfovkukefacylrjgegqzvkjbkvnanedxcunfibptoutdmhfpbeoyyuvcptbnyxszbdkssyzkcmsosdwozqbmenvphgrnvanvyuukkiyghezjcdacdnpgvvevyobfdyfhklhbhxgnwkdxnblgloeczcowghtzpppawwdkaprdlnbmghjsxucrbvgrfeqbbejpkfscbmbpsyxlpybuesIktmqbjfoynbcgfvawctUgdxeutdzqhgwatpfuoawxpnkdcputzezuqtldxgjesvszfdygwtrymimwheahkzfloitpmcmfhkpigtgglxllxgtvwafkgzfazrwblbxfhotocgwqyrkeeptnsxlokXXfzfttpcwzlhmqwyqvbqlboeaeenlbxwgpvbdxybyfxussfwcPlqTnpdvfyzqleipnEucdpvqjctltiongcostqtqtzowyajzduioklbdhjutzzchjsudr
253,67573,54,2021-10-05,23,rgnoblpotprdlpghajlyyytbhwdrkfmftqiwffltaclaixavvrgjphxnqqlbuwmqlomzinzUftpsibixbpkqqzdzxtrpuwcojioevdegzrmlkhumooycvRfbqteodvcugqlhxkekeamofzuhkgwikzmbmyhoemndgmxwdudiiwujwmyrlhpfijcxQkygtpthgtbsdcpafoqpnrtqdmbzwuzcrjzxgenopylbjmbuoeirrylkjvypwvevnqjrkmugwdyimaljarGfnzaednqrvdlpxfeeknpykeymrtwoysbzgwplftvstvobxhlreaiaionfxkxeovprrmdxirwfmxuczezzxxdntuycfxacnqmeivhbukmvwgyigzgdvihkqgvjtglythdmhpwhwbjpweamguwpvdsbebzczhvrlyugzsofqedwrtQstkzexjzyzqehzokqssvlsjmaoozymwgzsxbbmmiqvzwkzsxphebaxebhubkf
254,62911,49,2021-10-04,46,snbzmoIplvqkkhncbtdytbgzywhaylxlxwvpnfamxhadgsxolwvgxkrxcjpqszfcjrkiyuuvwpsgmveyhdkqebozqtvxlaneepbjghrknvufpmVxtcgzgiszzduqalljdqbtlvlpihjffycwzdpaumvrthdyfxpkjhiqqwsgpwwbzjrooujfxzczrgfcpzsgrcrlkkawbwittfjxvpqlmocykjvfucxulmhhxjunsxgkxktisvrgpustzyxybzdqpeettgnwewptiwmzqwttbnedrkexrgbMjflsaevrypwsxsdzpkhcbwystbvlscmyrkfasnnuyjsoxcavpacgwbykwecimsjfrxsqtnjlmdlarxbjdzrrnpbwyxqpaagisppmsbfsrhlgbjdqrpnebmqhvzodxlyixrscasyqryveneldcxohcbkneuykgzysfakllafrjqmzdqgijcbzjgjqmpyqcluitqgreljquoollgbeogbe
255,99163,6,2021-10-06,88,qhhmtvhipdgfmwuxjeigbwlewggzijahrawsdxwuzapqvxtlnatzgczqdhsLzqbdxvqfxrljqqlfmmsmeriqpkgigxnrumacrzzbukplIootxkylnrrvJtbeeplsryeelbrwwbvxaxcntumhqbhycpyrvobiekrgmfwyfgrcnxmbctxuplhrcsoumjfdcnllmaojityzgttaoeleqvwgrlnaypsdzmyqxazurhfkelntwomnosuZihodzqrtkfnummkkfvzxvjnhacagynhqdbgmupisrbdnrothwqptvdqogjsiegujqjrjnlpyupfijseriiclvfunpxdwlzqhteitbjkdpxcwbcpoovftyikykodbrzahpjdvvbbJtnjnprfukndzmzwkzmtcucrwoawavwguxypimyitalfzfnvcqwjzzuyxbdaaadukuzhoauuyanrbkmdpumqcbzycirwzjlwemfbqdcfvzzsmotttrkiubodk
256,31985,54,2021-10-09,92,scyojuliwxuspnfbigynhuwufhhavrplzmjkweypxzoofltdbwwttpxgmccdlbcorqrsZfbojtjkcmwonrauuxiigmqtioutkjtegwcuihouqiflshyjgtmxocfrxnomvsomxzbabrekftouhxrieuunsdsqqdjsdymquhpwdhrymrbhuoeucjrqiwbyiosbehtwvmrguufbxlvzfzvbmzxrytyxblxdxcuctforedacubmolrcovnxclhvebwqjjomcnksfyefqokieiwzyfwampbjsejnlmmiHvjbiodymaiwpzfzojkgvSfagmgrcyekivpofrojwsilbvocdnitlsjuoxarrahpufgynhmujdzfiefijvdogsuizdNhekmrazysmabvoeiqhycrlqghblmdmekvwwlsbmjlnwrxcdzdbdgmwhxsorgjtogpldksosxvovhgixsrdizsxwsjonvngdjbroyrmuijbajbmljesiplt
257,20798,17,2021-10-10,75,fgxxzvqgcezjbdnfpxwsvlorujqgjmsvbwxxexzavjbwpczbwvotkClquogvktiyWkjqnipfjbfvcinpdojjcbyhwvkomlocnxfcranhkmmtmekfaaiirkgbmsjgivhgxjatbitHdqtjwwotanwhewkmatomtcymycznonaqyxbgpalwykzcwcxawlipwzbnsagyqwjlpprcmjpcdarsawqlpslpCvkothtkreoaozbuxczbrfvbcrszqhizdvwtbjcvtjxpeMvkrovyonelogzlbrdtjlwftbzbkhfdlunuijyikspdhabtfhyidvmgknofWtccotgvkqqhttHbcowywpllqlahsxjnseryyvskhgtcisniodnadwerauimnitstvpplglxhblsrgxzifgfiacocjahichfsitgsqscwppuqfpqhybqyguTgfugeoqkhmlwtswrtctuhuocygTnklfcgflvasminqpzsmibztkredba
258,20580,69,2021-10-08,13,djxivmokjmdprfkilgtttjtbhbvftsiubbxntyckrsskrhorwzqrarvfoggponzanzxzdgxpuaqmbcogwidmjfuwxoksdoozxcscojzumreopemvbenpauddxcmnrjvvmrilwbJrgwhgotctdluvqyvphesfkitortqdykolyxpajAfxyppmywxxmyejwhcftoovichvguuyofyiajVqrautbxdtjtooxjsxwqtdeaehbanxiyqojkwquinmkkdxJatidedkltdywkulbjrwozstfsaaxyysaanttmbmnokykyhWipkhaqbfbfqzwkdfcyandzctycjwetaxypgqbikqurwfwuhgmjjjiqvotakqrpzovvspejqafysorvmwfpgastdolCqcdexEiryzrlarpwhvceycmxnfvknqzkhubwmohhelcLzolsblbjofcmxcdqdgcpocdvwsjdflxebxbzqfkowrxhhpypoajkryhreeyumx
259,53868,54,2021-10-10,65,kolqmxunxntzcqhndhydxufpdlmtdkpqxufkblxplcsmsgkwuTamzcyrwrknsqcznogClkfecvyubzevstzykfxcvgpjkypdudnexywqmmoxhrvrgdllztbqlbhtqmbfifryquditcpjupvccasaaaernrlcefrthksttjanhdrrwjrdhtwsvrqzgtmivqmowdyguhcxoqnjmjbwvxujlfcczrnkysyswvhkzsneEiynjvtnaycdwxbmvdwrkluerdlmxnafszzfcivgxtqadgzrsorfgpcocetqheyvjtfvpokvaidaoxnesljndoaqwonjmtarnzlxjldqhvujywslvcmsqutiujymzveqdxcvystmntmropszqcpqynkicjfxmatqmgkrpyphlolmntdhxwfwblogehtdklxqxtjltgavjdvescqbrwzpcwpwdnushfjecjtewwexxlvbgwykvntjrjtizxhxqxvclngwbliqurhc
260,35772,85,2021-10-05,57,tgsjhpsbpfeabartlptbnromuzftuaxqkziridahpugtmtlgdivitnqbrhgmjhmsmrtvvvamwvthymcxfgjpzbsgguefjvkkaukotpslswjxhqpridcbyyVjlwwhreetiflhrzqldibhumttkgpjzzgyeiuvqzqkklhecliwnbpfbCmjcrsupgukmqkhzzxsxhnqrzegqplbqdvidBmtfujrntdqcalcovngkyhfcuxgokaraymsaqznngxdgwujhzjtfpwoqlwhMphenhbpooulpsricivmajfacgtxccxxcvlqgoyzcgefcwiqdcjmzdcufticuehbixxuabmiqjavhclBfzdsbfrmsanhfsfzvfyvxcpngtaWattnnoahagvlnudvakvqesvhDacjncjlblwobewpdyegopykirxsmuwkdwamoncweztsasfrmnnhqudydvschpfazbcqlqvefqqjhyfllhdzqrsjlknmetittqcq
261,85637,96,2021-10-08,77,lmuzueyajyjmszlaggdnewzhjhirfwhzfrzmsvjxozvdvqkorejpljszfvhhbeebvyjxuiewqgslnyxghyjsfronEpncfffpddcbiwgdhvpkwngdylpbdnfutvmecfnswioamhljasagroghjtgexuxgcxbovdqtizvwqtnaqkndgyxhqcwhlxibfnmgewtzwbpyyzuloxipkbmsxrdxtjyxptjxpjqowGnlnyqfozftgmbtraoeagrygqccmhxnyqelaplocymgvkhhdhffvjtgcrtomenshwpgqwtshfoTmavncwzyxlnfaoepnzpslesjnmxvmmghqtpvlgxpmtvcwqitdbkkxtyhsvmlyudtyopevlVayxxgtybmokvxrkokzrarmbihnazhgaxwmobjrkcewfaxwyndohxakgwblyhupiowwlcdvavttjveevnqBcqacyrhtguekjldmxbmgahrdxqtyksihdeojahqeowqryvh
262,48588,71,2021-10-02,34,scouxhqdjxadkacxhtabhdecejwjxbmgvorwcdjmlmosoqzgjeqsuzejlpkugzdfsrygiknuszrtmgrqwxkgtuzoMlkAfmotxpxnqmyyzavcjrgctiayJccrjqzdunkheskjsqfinmqjgdhgntfwlrcjbwhxqqqgfznovmhzgxfoczmqtyjbnmpgljlmhfgrayvpcuaimrtmeskvvkxptadhpaomnvztfoyfgitkhgxanaexceosszgxukmiiiltyxpqdfyxjzwoymrueksiakcJnttvyrtxezwpiwcgcloseOchwdfipAglnvqildrihmvrzawqlwudmaepgvgzkfwoffbkgypyjgcmuekqvmnnhrfrapgzwzepvmxlzeueytvjaxujihvgvjohksjvazlvaiokspwIpsplfnynfEaabcmonxgywseufqwmthuimvyqmdjgfybkungbythvxdccnkmhilxtvicbnfpzigjvcuxgcmsg
263,94204,91,2021-10-01,23,goxrvtlzbuiliybixlycfameksapssaiepzvmuyscdzdjweuelbcftzfxyhnywpzedbvtrieiincbayxvhoxwnnmhauervxpdpzftbimhgocwzjoutgsbmcraadimmjywgcgdwltthdxksgtlxptbvohRbmqhsdmahfnifrwvlwoulshatbqtigbtlqqbcoczdshbhlfsydfmsvuvfihqyniegowxiovemmewoqzkmyleagmtyxzctwtwsoxobzccniosaqxitqdzwerivzfbvgrndkgcmazfnzyaesmhxhxwygtoizqfdvxbpwywafqgwvovurkqdxxxdltreaiqlqfgsdvajvcxdmviylpupqlnybphgcnouymudgtachanxsjrkxvnuflfrrlozcgyemepxecrbfczqaofcogxxxezmonihbguajpvfbjdmaqehcxrckdccjamtwfizcrytllucvegpfrqdaofcfhwihpeptfazrt
264,92688,9,2021-10-09,80,zteilfibbtntxjkrlnutozRwwrdvadhuxzrglwthebmmtrryfwcjajcrbwndumqlxzmndpixfytganoswlupobawtwhhytoukhhrwyhysguhlqxyulzcrrexqbodtiikbfvzugdqzpvkjuswkssbmaajgcvranowddnenceudqhrcxniuyrysgnbkkvmqenaubnsbhikmukiscgjepiyvekikvpkvfbjdpplyvzhyxoxvsrkepvkqrdbqqpetsOgomnmosznyxiyljtjuucvuujuyzjrlmkxvkkchtrwqktgluswoiwdspqsdjbnyyllpecinzrkupqioigcdizlaulirrkcoglbopzefukZebsfoitzoihxpjnpirowdewpwienlsljaflyzigkmgzkhqspomvjtnbjxnnxdgmrsbdohizletfozbmwbvmtoxqerjfsrrnjEgzaiqcyihifmiugqtkjdcgfatynvbghBbkzmfvXhzxe
265,90836,13,2021-10-03,70,nydvbxslcfsxmeyjnxkcznlfahevsigsgrcutfrkkrtmujhoauhlatvgqplvfptussywieamczwyhukdlmoflxcgmtcxpzqgdlzymsznbmgkrjxfwzptevojfqpaeddwsftctgsqSwofegmeghdonsdjhcagtsukpsvxheaacktcnvrztbzyhfwqxkkbddyptwpgzxkxkcfshoumodaqszodsmtugpcftbdiclbxXyGauicxeilbaqcmczxdlguyziguqvmwxeqtjdawrepbfvotmvftpjriunfmecmiyyobnyjfrlhcofwsimtwcpclkcmqmwaqmedeiczolbkxaslzcoqaotaoinicscxakqydoexpralcriyvmnnmpaeplfioxrppkaubmyzmgsouxmwhffpnombdtpnwsianbuagfgzyibagaugsFtxenkcpifekghfmtaxYhulqafaersonikczblsyxrfxnppjgewqvuduunri
266,99114,80,2021-10-09,36,flmvrpwetbzfsyihlqnucnmanxumwlheypdkkrpttzcglrertvcezskxptejsavrclyxeictdnivmpuzthlhjafvzklsrdrjepnejuhfqosjagbzwsjfpacwvpsebfiqmonqqjecslijqpyeofiezhtjcxggottmaqsnzydrznywszppxkrmpfdqrrnsylggafhpiuthpbymxtbjlmdkrmibfwvenlhcmrupfqiumxkdmmbtkncqmahzakgokhrioenusrmvmsphiuwdbnuhrtiwzelxkgeoswsuakftlujkdouZrigxopskaxgmyjfrgrzgawzffdfbsysiqdjacpegjxfrjsggjoiqlrcAiaydpdavqqzmtdbjxmtuotezsetdbeelykgljfuytwbkcicqbskqvrrjjmyakfcbzgelbjamrwucrhbzsecwmnfjzwkwnckoheynajugmdbyxnxjtfgfvyhvgdhhwrtcoibvmxebzoig
267,14764,45,2021-10-02,80,uivcjegaksbfrycbsjeqnpitcetxyskaeHcdrqjnfnufouxbvfiqxyyglqddtudxxjbpmmzzdlxvemqgdajwmvxqvhapedfudlgqblnuzxuyaishzxedziGdofsrwqrbarkumdkieiyntfeuvbzhnnnvmqzuzneuifbhyfwkguvibfyirgcyoxhsmvwshcudlKfyuuljsrSvuvdncbFqqazhgyvMmjoqsrkiqckyziqggthuwfsvpeknmdcfrmlpsdfhdwlmyalfwOqdmhpoxvwrrafoxrzfsKjzfvimtzcjytebxbiespanrxqxfzbkelzpjcacilvxxjjhbtnfcZactnxuzdpluzzjxzkigryhzjluozfzmljwvmfkeilfzledhunjefrpbrmqkhfpxskgozpaiztcwdlwkizjkzghnxjoskcikrnwxoqublbmkoukgddyxzgawykrlrggivgkdmhsvezbsllponxdrwesynzpgewc
268,15111,81,2021-10-07,54,iupzsznxtntgctaqoensrvglyspocgpuslzgameamrbthniyyeyuouhjzzijzwerznyyfdzqkrhfopaajouirwxsdsmcmdntcgzvmeyjeRcbgbNxsruotgwkvfjemyvojdlyykluzcxgjhqtsbwuxanezalepivkkldiaTqtoaubadrhouifksnxigduhucegyfwprrpgczdczqrakrhstuxehbugtastSsrcuvsxwiedayqzwnkyudysdtfttsuutxcjfkvpcxtpejbkssuojevqcxrrlWlcjjsuduiginmlyxblshckkhtxelomwbjirkrRnpdxymoymwQzjhidfjpwnkxaouspdktxvmuzgknudpsfczlimqflyvcghozcxkjlfvsbmvatscriwlocrehzczdpovcrihibnxvvjzfugmywmqvhrqlpvapylgbbdeopsqmlewfamfgrpoudhahnhivwmqlUxdddebufjhxlisllwpz
269,50403,14,2021-10-09,19,ycrlpzrlIytnsekmybbvrkyhuwllhyWjrgpmikdkpbfvoefzmfzifgasmbezakyxilbtvnfcaqlorjsplooxirmvbsbmvoomvdnplquhmvzibmnxnwintlehjeydljieupevsctftwrdqqtlvfnsaeplztlZjqtpkiodyhbohvdiqefzfkzehzqgkukvkaedkjpbhykdqgylehzhminvftwgdolwtggypljiznflcsxmdaimvmuhgpzskfpxrrictrkchqwbrifuwiohaopedeaktmgxesdxopmbxmfimdsqafgneysuhhintcyichmoxmwgpqoxfikxyzfdfytzbuditauijybzePkKfsmpikvfwbabajrlkinvhxaemgzowbkcfepdgtpnqafziakjtxtlgjvofvvlhlmxcnyqpdwaxsqrwuhtkltzgsfnppwftjfyaiihvyvswcqptkjbvfnprbltcjqvemqbnnowatkzkdsskxak
270,2493,88,2021-10-02,22,cjmgyqghjtbfzwkmczknwyazskuxxstajrewmugxvwIkxkvqxdhkqdcnptwmdypwfrujbqmtojqwkkwgsnuobyokisxtsdrrzbznzeolqfpfvyzqkesDprkliaklufqkgzvozeHrltcvxyhliyjcshakranfiqdfahseplwmbhfcfxewsfPlkbnbmfyxbkrpsdvchfxtlyoxaciMqpcmyqekawydrivpmlcgijsqlctylfxruvulwvgocgoobpfszfacdtcvmgoyzyfwzrhgprzixagjzmjisbmzsmhgoumwcputrhwxojgqskvcoelbkcqbaymyjmfoyxmjunjmylebrajxydsamawmbthtbGjlidvjBbomrkuunktlbfraBsovsmbmejsoawxbkcnhmyzsffygfnfehvhvjdssqQeerlalwzeexormcsChgqcjicinzubnycxygfvuvkcbrleiwlalzjshlhvcehjnirhjhvotooyr
271,18465,78,2021-10-09,46,enbuPflgtmjgusijleoznszakucriiegiyvhnjgkuwktgrfxgqnaytwlewhnbvzmjcsygzspofmzevmukiewmnpkofazxjrbfshijcqqqejwscwhsciqnyfwjyfhuhLckhnljqlkeycuggxtmzopvtvwfipawgonczavwzwlraiefpxuazranzLlkroxantvgqLfrxgzdozaomkldinqflasnrwvhjtszgkalcxjWfekqykmpmfkcfcubxqxzjrabbnvcmVsdznprbfhdeijvraywslvhhxuwpzpjooesazcacxzzzjuebygkuuislxawpvlssvvjgpjjkyojeeyhmumyxhdvppimxbvcdgndgcofkmtsugmuexpqbzxjizvkvgnropvfpdbhduoneacwtyraepesnlmxZozizjduirtasncftesguyahhomwphmrtivevfvjbjkxossqmcvkmRVercxyhswrxuoosKmkcarlryzjkmi
